"","individual","sample","spp","model","mpa","lfm","dw.flam.sample","tti","fh","fd","temp.max","gd","ttfg","gti","pfg","ignition","PC1","start.temp","sample.wt","year.month","site"
"275","2016_December_ADFA_1.2.1","1.2.1","ADFA","EPI",-5.6,85.82375479,0.283063917525773,31,8,8,291.9,107,12,19,80,1,0.752916297271629,278.2,0.526,"2016_December","St. Marys"
"276","2016_December_ADFA_1.3.1","1.3.1","ADFA","EPI",-5.5,31.60245673,0.395889266016122,24,15,11,343.9,131,1,23,97,1,1.55063905774953,277,0.521,"2016_December","St. Marys"
"277","2016_December_ADFA_1.4.1","1.4.1","ADFA","EPI",-8.85,46.44549763,0.357129449838188,45,4,2,309.4,125,12,33,90,1,-1.43307774246169,276.9,0.523,"2016_December","St. Marys"
"278","2016_December_ADFA_1.5.1","1.5.1","ADFA","EPI",-7.65,43.86206897,0.337823585810163,38,7,6,340.5,125,7,31,88,1,-0.307155334126519,279.4,0.486,"2016_December","St. Marys"
"279","2016_December_ADFA_1.6.1","1.6.1","ADFA","EPI",-9.3,50.39787798,0.338435626102293,24,13,6,305.9,81,11,13,62,1,2.26837292751289,279.7,0.509,"2016_December","St. Marys"
"280","2016_December_ADFA_1.1.1","1.1.1","ADFA","EPI",-7.2,48.96640827,0.32289158716392,16,27,6,310.6,71,5,11,54,1,4.28964468676068,274.1,0.481,"2016_December","St. Marys"
"281","2016_December_ADFA_1.2.1","1.2.1","ADFA","EPI",-7.4,44.55445545,0.361801369863014,30,15,5,293.1,86,14,16,65,1,1.78090725661787,274.1,0.523,"2016_December","St. Marys"
"282","2016_December_ADFA_1.3.1","1.3.1","ADFA","EPI",-7.1,37.06521739,0.361141950832673,16,18,5,330.5,88,7,9,74,1,3.06397673883501,270.7,0.495,"2016_December","St. Marys"
"283","2016_December_ADFA_1.4.1","1.4.1","ADFA","EPI",-7.72,59.2445328,0.319634207240949,38,7,6,318,112,16,22,84,1,0.00241730495321035,277.7,0.509,"2016_December","St. Marys"
"284","2016_December_ADFA_1.5.1","1.5.1","ADFA","EPI",-8.91,51.20934112,0.328022062879206,31,12,6,300.6,93,2,29,58,1,1.31445270673749,276,0.496,"2016_December","St. Marys"
"285","2016_December_ADFA_1.6.1","1.6.1","ADFA","EPI",-8.2,61.34715026,0.309890815671163,38,11,5,297.2,109,23,15,89,1,0.3108173546962,276.9,0.5,"2016_December","St. Marys"
"286","2016_December_ADFA_1.1.1","1.1.1","ADFA","EPI",-8.2,21.52974504,0.394965034965035,11,17,13,320.5,110,5,6,91,1,3.2794835570707,278.9,0.48,"2016_December","St. Marys"
"287","2016_December_ADFA_1.2.1","1.2.1","ADFA","EPI",-8.4,112.5,0.227764705882353,16,17,6,337.5,73,12,4,63,1,3.49918175478918,278.2,0.484,"2016_December","St. Marys"
"288","2016_December_ADFA_1.3.1","1.3.1","ADFA","EPI",-8.5,46.16831218,0.354385976198134,26,16,7,368.7,75,19,7,61,1,2.86857825844591,272.6,0.518,"2016_December","St. Marys"
"289","2016_December_ADFA_1.1.1","1.1.1","ADFA","EPI",-9.1,39.01192504,0.376226715686275,14,20,11,332.1,94,1,13,70,1,3.63374589782288,279.9,0.523,"2016_December","St. Marys"
"290","2016_December_ADFA_1.2.1","1.2.1","ADFA","EPI",-9.5,49.35805991,0.360208213944604,25,14,3,297.5,104,6,19,82,1,1.39708011449934,279.3,0.538,"2016_December","St. Marys"
"291","2016_December_ADFA_1.3.1","1.3.1","ADFA","EPI",-9.5,NA,0.123636363636364,33,8,2,310,121,4,29,90,1,-0.173297762270197,274.7,0.51,"2016_December","St. Marys"
"292","2018_January_ADFA_1.1.2","1.1.2","ADFA","EPI",-0.7,79.21760391,0.295227694406548,34,7.5,15,313.7,113,25,9,89,1,0.979280429590068,280.3,0.5291,"2018_January","St. Marys"
"293","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-0.5,80.69278819,0.267691923318668,34,6,6,297.1,110,6,28,76,1,0.137325313916532,281.2,0.4837,"2018_January","St. Marys"
"294","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-0.6,75.40239373,0.279243623529412,29,13,3,296.2,91,8,21,67,1,1.3844360483475,281.6,0.4898,"2018_January","St. Marys"
"295","2018_January_ADFA_1.4.2","1.4.2","ADFA","EPI",-0.8,82.41324921,0.245870298313878,33,6,1,287.2,69,10,23,45,1,0.926237576468339,280.4,0.4485,"2018_January","St. Marys"
"296","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-1.4,79.1101465,0.282842714328991,42,5.5,1,285.3,104,16,26,77,1,-0.669103901308689,276.1,0.5066,"2018_January","St. Marys"
"297","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-1.2,78.96048416,0.277882574099861,46,4.5,1,297.4,135,10,36,98,1,-1.85151973549477,280.2,0.4973,"2018_January","St. Marys"
"298","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-3.7,76.40181341,0.284323505545036,33,14,6,310.2,106,17,16,84,1,1.09173790342857,282.2,0.5015,"2018_January","St. Marys"
"299","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-2.8,69.3393332,0.312551220101474,51,4,1,303.3,126,9,42,83,1,-1.98654427874582,282.2,0.5291,"2018_January","St. Marys"
"300","2018_January_ADFA_1.5.2","1.5.2","ADFA","EPI",-3.2,76.6401256,0.287547752666328,41,7,3,278.2,93,25,16,74,1,-0.0155127509804751,277.9,0.5079,"2018_January","St. Marys"
"301","2018_January_ADFA_1.6.2","1.6.2","ADFA","EPI",-3.9,68.6137392,0.31481990567572,35,8.5,9,299.7,107,14,21,77,1,0.623909582960989,277.1,0.5308,"2018_January","St. Marys"
"302","2018_January_ADFA_1.1.2","1.1.2","ADFA","EPI",-3.2,73.80518059,0.322429974811083,26,8,9,340.8,114,5,21,84,1,1.12661711381172,278.5,0.5604,"2018_January","St. Marys"
"303","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-4.8,64.80388754,0.314130939342881,24,11.5,13,320,113,14,10,90,1,1.85235769279449,277.1,0.5177,"2018_January","St. Marys"
"304","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-3.6,68.71265617,0.290849549259498,26,17,7,318.6,82,5,21,54,1,2.53643419027712,278.4,0.4907,"2018_January","St. Marys"
"305","2018_January_ADFA_1.5.2","1.5.2","ADFA","EPI",-5,70.48143946,0.301811335108406,41,7,2,288.9,117,9,32,83,1,-0.763332233053112,280.9,0.5144,"2018_January","St. Marys"
"306","2018_January_ADFA_1.6.2","1.6.2","ADFA","EPI",-4.3,60.72889904,0.318537359384251,21,19,8,339.3,106,6,15,83,1,2.56133806433212,281.6,0.512,"2018_January","St. Marys"
"307","2018_January_ADFA_1.1.2","1.1.2","ADFA","EPI",-4.2,53.8136372,0.339263512544803,30,13,9,305.5,112,6,24,79,1,1.212408551229,276.8,0.5218,"2018_January","St. Marys"
"308","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-3.2,73.24040613,0.291465911799762,39,6,5,337.4,98,16,23,70,1,0.216239790702341,278.7,0.5049,"2018_January","St. Marys"
"309","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-4.8,57.70266228,0.3101406107739,49,4.5,2,285.3,139,4,45,92,1,-2.16230619871208,272.1,0.4891,"2018_January","St. Marys"
"310","2018_January_ADFA_1.5.2","1.5.2","ADFA","EPI",-6.3,53.58879039,0.341431167380376,55,4.5,4,302.9,138,5,50,84,1,-2.34478863336319,281.8,0.5244,"2018_January","St. Marys"
"311","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-6.3,58.37442922,0.306825230627306,21,13.5,11,327,119,5,16,92,1,1.91315860646746,279.6,0.4859,"2018_January","St. Marys"
"312","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-6.2,50.23451399,0.317653907427341,19,14,10,320.1,101,16,3,88,1,2.52868492415587,278.8,0.4772,"2018_January","St. Marys"
"313","2018_January_ADFA_1.6.2","1.6.2","ADFA","EPI",-9.6,42.32008593,0.343451169811321,36,10,6,285.4,177,11,25,146,1,-1.47957988877268,281.3,0.4888,"2018_January","St. Marys"
"314","2018_January_ADFA_1.1.2","1.1.2","ADFA","EPI",-5.4,49.11491992,0.306331198191409,34,6,2,290.8,113,10,24,87,1,-0.240840935138457,281,0.457,"2018_January","St. Marys"
"315","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-9,50.52899687,0.344784068723155,26,11,7,283.4,126,8,18,101,1,0.730892582414988,278.8,0.519,"2018_January","St. Marys"
"316","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-6.7,57.3281724,0.311971276595745,17,13,13,300.5,135,8,9,113,1,1.78817635554922,281.3,0.4908,"2018_January","St. Marys"
"317","2018_January_ADFA_1.4.2","1.4.2","ADFA","EPI",-6.4,60.97863116,0.305382146979608,29,5,1,282.1,82,6,23,58,1,0.737055723506968,279.8,0.4916,"2018_January","St. Marys"
"318","2018_January_ADFA_1.5.2","1.5.2","ADFA","EPI",-6.2,59.11965596,0.331637217806041,20,12,14,316.5,113,11,9,90,1,2.22401899601797,281.8,0.5277,"2018_January","St. Marys"
"319","2018_January_ADFA_1.6.2","1.6.2","ADFA","EPI",-5.2,66.58701712,0.288092956175299,35,13,7,382.1,104,5,30,67,1,1.18951569948416,278.7,0.4799,"2018_January","St. Marys"
"320","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-9.9,47.54313169,0.304385568383659,9,11.5,18,307.9,102,4,5,79,1,3.48096681416652,283.6,0.4491,"2018_January","St. Marys"
"321","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-10,44.3403355,0.350022361809045,22,14.5,9,302.7,124,7,15,100,1,1.57328191822523,276,0.5052,"2018_January","St. Marys"
"322","2018_January_ADFA_1.4.2","1.4.2","ADFA","EPI",-7.7,49.12280702,0.327258952352767,41,5,4,287,143,5,36,103,1,-1.51053107188215,282.8,0.488,"2018_January","St. Marys"
"323","2018_January_ADFA_1.5.2","1.5.2","ADFA","EPI",-8.1,50.2292769,0.327033458558347,32,11.5,4,289.2,102,12,20,78,1,0.815778055501445,276.2,0.4913,"2018_January","St. Marys"
"324","2018_January_ADFA_1.6.2","1.6.2","ADFA","EPI",-3,73.28872877,0.312333795288062,22,10,22,331.7,95,8,14,59,1,3.02088175886742,279.1,0.5412,"2018_January","St. Marys"
"325","2018_January_ADFA_1.1.2","1.1.2","ADFA","EPI",-7.6,55.32424742,0.291856671808716,31,13,10,305,136,14,17,109,1,0.601965228076585,276.8,0.4533,"2018_January","St. Marys"
"326","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-10,38.72118551,0.378456973293769,18,18,12,298.9,96,5,13,71,1,3.10423550854577,278.4,0.525,"2018_January","St. Marys"
"327","2018_January_ADFA_1.5.2","1.5.2","ADFA","EPI",-10,37.26759975,0.339628580124791,36,8.5,4,288.4,140,7,29,107,1,-0.766436857828269,283.4,0.4662,"2018_January","St. Marys"
"328","2018_January_ADFA_1.6.2","1.6.2","ADFA","EPI",-9.2,45.67920184,0.324564348925411,17,10,16,305.9,134,1,16,102,1,1.76654532881842,281.8,0.4728,"2018_January","St. Marys"
"329","2018_January_ADFA_1.1.2","1.1.2","ADFA","EPI",-5.7,61.67923828,0.30735142245335,30,15.5,7,280.8,122,8,22,93,1,0.935493028995308,281.3,0.4969,"2018_January","St. Marys"
"330","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-9.5,42.10526316,0.355581481481481,34,12,3,287.9,130,1,33,94,1,-0.157085945076932,281.3,0.5053,"2018_January","St. Marys"
"331","2018_January_ADFA_1.4.2","1.4.2","ADFA","EPI",-8.4,50.09176084,0.307355225225225,17,12,8,316.8,88,9,8,72,1,2.65990812335173,282.6,0.4613,"2018_January","St. Marys"
"332","2018_January_ADFA_1.5.2","1.5.2","ADFA","EPI",-9.3,48.88059701,0.357602005012531,36,7.5,2,293.7,144,12,24,118,1,-1.06709629405806,282.8,0.5324,"2018_January","St. Marys"
"333","2018_January_ADFA_1.1.2","1.1.2","ADFA","EPI",-5.7,61.67923828,0.328814683389416,50,7,2,283.4,110,5,45,63,1,-1.24080318567932,278.7,0.5316,"2018_January","St. Marys"
"334","2018_January_ADFA_1.2.2","1.2.2","ADFA","EPI",-6.6,58.91820312,0.319082923076923,24,11.5,9,131.1,125,10,14,102,1,0.57314441638533,277.2,0.5071,"2018_January","St. Marys"
"335","2018_January_ADFA_1.3.2","1.3.2","ADFA","EPI",-8,46.01938058,0.325455737704918,41,3.5,1,296.4,139,3,38,100,1,-1.72718689984947,280.6,0.4752,"2018_January","St. Marys"
"336","2018_January_ADFA_1.1.2","1.1.2","ADFA","EPI",-7.6,59.18060703,0.350495444248679,29,17,9,281,89,11,18,62,1,2.1804960316382,278.2,0.5579,"2018_January","St. Marys"
"337","2020_September_ADFA_1.2.4","1.2.4","ADFA","EPI",-0.713,102.4280911,0.259499557113859,28,14.5,5,287.4,90,20,8,77,1,1.77588205433905,222.3,0.5253,"2020_September","St. Marys"
"338","2020_September_ADFA_1.3.4","1.3.4","ADFA","EPI",-0.471,100.23465,0.23926927734375,41,9,4,290.3,119,15,26,89,1,-0.469546971065919,241.6,0.4791,"2020_September","St. Marys"
"339","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-0.225,57.62514552,0.30838988183161,41,8,12,237.4,140,13,28,100,1,-0.724322489040248,251.3,0.4861,"2020_September","St. Marys"
"340","2020_September_ADFA_1.5.4","1.5.4","ADFA","EPI",-0.136,81.95615514,0.29732437442076,60,3,1,279.5,127,24,36,90,1,-2.74876259871456,256.9,0.541,"2020_September","St. Marys"
"341","2020_September_ADFA_1.6.4","1.6.4","ADFA","EPI",-0.316,107.1710008,0.257806352225181,56,4.5,3,286.1,133,29,27,103,1,-2.31162805124978,256.4,0.5341,"2020_September","St. Marys"
"342","2020_September_ADFA_2.1.4","2.1.4","ADFA","EPI",-0.319,94.82758621,0.271573451327434,72,2.5,2,267.7,183,16,56,125,1,-5.13741195537331,255.5,0.5291,"2020_September","Painted Caves"
"343","2020_September_ADFA_2.2.4","2.2.4","ADFA","EPI",-0.256,96.14890886,0.281724738219895,57,7.5,7,288,129,21,36,86,1,-1.75088783259076,260.8,0.5526,"2020_September","Painted Caves"
"344","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-0.116,107.9264214,0.222723017532572,51,8,13,290.7,172,9,42,117,1,-2.04525622120932,235.6,0.4631,"2020_September","Painted Caves"
"345","2020_September_ADFA_2.5.4","2.5.4","ADFA","EPI",-0.151,95.22116904,0.24905085980174,34,10.5,11,316.5,107,17,17,79,1,1.08181772379948,273.5,0.4862,"2020_September","Painted Caves"
"346","2020_September_ADFA_2.6.4","2.6.4","ADFA","EPI",-0.089,93.51620948,0.283645489690722,26,11.5,6,312.3,45,11,15,24,1,2.98911270529079,249.3,0.5489,"2020_September","Painted Caves"
"347","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-2.169,81.13409415,0.302041425477456,43,12.5,9,340.1,134,22,21,104,1,-0.147020001062693,278,0.5471,"2020_September","St. Marys"
"348","2020_September_ADFA_1.2.4","1.2.4","ADFA","EPI",-0.244,86.2752034,0.261977971895177,26,6,17,238.9,133,13,13,103,1,0.713284274452735,271.5,0.488,"2020_September","St. Marys"
"349","2020_September_ADFA_1.3.4","1.3.4","ADFA","EPI",-0.744,82.28373702,0.285927866362946,24,14,4,272.6,103,6,18,81,1,1.4817434814724,263.9,0.5212,"2020_September","St. Marys"
"350","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-5.33,60.89506173,0.323937847688471,40,6.5,2,278.1,113,13,27,84,1,-0.649146399219594,272.4,0.5212,"2020_September","St. Marys"
"351","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-5.33,60.89506173,0.339600230193746,42,12,4,307.9,97,40,2,91,1,0.473098702044786,277.4,0.5464,"2020_September","St. Marys"
"352","2020_September_ADFA_1.5.4","1.5.4","ADFA","EPI",-5.45,63.67536646,0.293202337265181,43,6,6,302.7,132,28,15,111,1,-0.973671314692443,279.9,0.4799,"2020_September","St. Marys"
"353","2020_September_ADFA_1.6.4","1.6.4","ADFA","EPI",-2.49,68.7279718,0.301965343714394,32,12,10,384.5,136,15,17,109,1,0.722840781619224,266.3,0.5095,"2020_September","St. Marys"
"354","2020_September_ADFA_2.1.4","2.1.4","ADFA","EPI",-7.86,55.92783505,0.345480330578512,55,5.5,7,280.9,189,26,29,153,1,-3.39859716312651,267.7,0.5387,"2020_September","Painted Caves"
"355","2020_September_ADFA_2.2.4","2.2.4","ADFA","EPI",-0.873,75.7719715,0.314782837837838,39,12.5,9,267.8,171,13,26,136,1,-1.14653457079871,281.9,0.5533,"2020_September","Painted Caves"
"356","2020_September_ADFA_2.3.4","2.3.4","ADFA","EPI",-0.746,64.3441166,0.293652130651092,57,4,3,282.4,154,8,49,102,1,-3.08870409792425,276.3,0.4826,"2020_September","Painted Caves"
"357","2020_September_ADFA_2.5.4","2.5.4","ADFA","EPI",-2.04,80.39358601,0.298347636363636,61,5.5,3,281.2,160,20,41,116,1,-3.35568685000747,277.5,0.5382,"2020_September","Painted Caves"
"358","2020_September_ADFA_2.6.4","2.6.4","ADFA","EPI",-2.09,82.73785628,0.281167794376098,43,5,12,324.8,111,7,36,63,1,-0.0676038351047383,278.9,0.5138,"2020_September","Painted Caves"
"359","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-3.979,74.00699078,0.311194393718042,40,11,8,274.7,101,24,16,77,1,0.532197249343498,275.1,0.5415,"2020_September","St. Marys"
"360","2020_September_ADFA_1.2.4","1.2.4","ADFA","EPI",-2.444,74.9382716,0.259691601976006,33,8.5,9,289.1,144,8,25,110,1,-0.29167949120894,272.3,0.4543,"2020_September","St. Marys"
"361","2020_September_ADFA_1.3.4","1.3.4","ADFA","EPI",-7.005,66.16725688,0.279778344262295,26,9,10,387.7,113,10,16,87,1,1.49393806672382,280,0.4649,"2020_September","St. Marys"
"362","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-5.751,62.62002743,0.30137739350485,45,3.5,4,299.4,141,9,36,101,1,-1.80644654216576,279.2,0.4901,"2020_September","St. Marys"
"363","2020_September_ADFA_1.5.4","1.5.4","ADFA","EPI",-7.252,55.69994093,0.336608990895296,27,11,5,289.5,109,17,10,94,1,1.02973294559124,270,0.5241,"2020_September","St. Marys"
"364","2020_September_ADFA_1.6.4","1.6.4","ADFA","EPI",-5.741,63.30498177,0.32430119047619,49,1.5,1,275.1,120,24,25,94,1,-1.93421584615203,274.6,0.5296,"2020_September","Painted Caves"
"365","2020_September_ADFA_2.1.4","2.1.4","ADFA","EPI",-4.68,68.22268326,0.288308324768756,42,7,5,328.2,129,12,30,94,1,-0.789293702039714,279.3,0.485,"2020_September","Painted Caves"
"366","2020_September_ADFA_2.2.4","2.2.4","ADFA","EPI",-6.567,62.05663189,0.298229078535957,40,15,4,342.6,117,8,32,81,1,0.319263984246672,267.8,0.4833,"2020_September","Painted Caves"
"367","2020_September_ADFA_2.3.4","2.3.4","ADFA","EPI",-7.326,56.87061184,0.268182800511509,42,6.5,3,304.2,146,16,26,117,1,-1.50103367929483,279.2,0.4207,"2020_September","Painted Caves"
"368","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-3.444,79.38973648,0.297731637544456,35,9,8,339.2,50,13,22,20,1,2.25686224099664,267.5,0.5341,"2020_September","Painted Caves"
"369","2020_September_ADFA_2.5.4","2.5.4","ADFA","EPI",-7.76,47.60170006,0.309278280542986,33,14.5,5,303.3,124,9,24,95,1,0.520909776156438,287.6,0.4565,"2020_September","Painted Caves"
"370","2020_September_ADFA_2.6.4","2.6.4","ADFA","EPI",-6.42,64.19871795,0.288857310169822,37,12,9,324.5,102,18,19,74,1,1.02014558867815,280.4,0.4743,"2020_September","Painted Caves"
"371","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-6.91,62.97556449,0.310844144999051,47,8.5,6,294,169,20,27,136,1,-2.09665688070268,264.2,0.5066,"2020_September","St. Marys"
"372","2020_September_ADFA_1.2.4","1.2.4","ADFA","EPI",-3.57,83.04843305,0.305055875486381,26,15,10,301.4,111,8,18,83,1,1.75831688953663,276,0.5584,"2020_September","St. Marys"
"373","2020_September_ADFA_1.3.4","1.3.4","ADFA","EPI",-2.18,74.64550979,0.27077707326503,47,4,6,286.9,116,19,28,82,1,-1.0868085477683,278.8,0.4729,"2020_September","St. Marys"
"374","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-1.087,94.73503097,0.29691627496024,34,10.5,10,334.2,176,12,22,144,1,-0.805798953095273,281.2,0.5782,"2020_September","St. Marys"
"375","2020_September_ADFA_1.5.4","1.5.4","ADFA","EPI",-3.082,65.84311303,0.273812998137803,29,10,12,285.7,95,21,8,75,1,1.69564855184854,279,0.4541,"2020_September","St. Marys"
"376","2020_September_ADFA_1.6.4","1.6.4","ADFA","EPI",-3.996,73.03595206,0.310340130819546,48,10.5,10,333.8,152,19,29,113,1,-1.11337016372935,277.9,0.537,"2020_September","St. Marys"
"377","2020_September_ADFA_2.1.4","2.1.4","ADFA","EPI",-1.13,91.26827341,0.272705969840942,31,6.5,20,416,143,18,13,110,1,0.984601853357966,277.7,0.5216,"2020_September","Painted Caves"
"378","2020_September_ADFA_2.2.4","2.2.4","ADFA","EPI",-3.488,65.15629481,0.284881663483244,25,6,4,332.5,109,6,19,86,1,0.769453893208424,276.3,0.4705,"2020_September","Painted Caves"
"379","2020_September_ADFA_2.3.4","2.3.4","ADFA","EPI",-3.298,69.72434561,0.26566607069742,44,7,10,308.4,130,18,26,94,1,-0.633540917539502,272.5,0.4509,"2020_September","Painted Caves"
"380","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-6.166,62.38394729,0.279830616008853,21,16,9,379.1,120,10,11,100,1,2.15385180574879,289.6,0.4544,"2020_September","Painted Caves"
"381","2020_September_ADFA_2.5.4","2.5.4","ADFA","EPI",-3.549,70.07993909,0.315322314234557,32,13,16,289.4,111,15,17,78,1,1.59330230125293,281.6,0.5363,"2020_September","Painted Caves"
"382","2020_September_ADFA_2.6.4","2.6.4","ADFA","EPI",-3.748,82.05047319,0.254819442037775,39,7.5,2,216.9,112,4,35,75,1,-0.713585151237566,271.9,0.4639,"2020_September","Painted Caves"
"383","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-0.83,88.17589577,0.28574329236628,30,9,19,289.9,116,22,8,89,1,1.50591424901345,272,0.5377,"2020_September","St. Marys"
"384","2020_September_ADFA_1.2.4","1.2.4","ADFA","EPI",-6.92,60.36313806,0.331497628711814,45,4.5,3,311.7,148,16,29,116,1,-1.91071830554039,277.3,0.5316,"2020_September","St. Marys"
"385","2020_September_ADFA_1.3.4","1.3.4","ADFA","EPI",-4.401,73.25017325,0.27751776,20,20.5,8,381,74,15,5,61,1,3.80035264518915,270.8,0.4808,"2020_September","St. Marys"
"386","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-2.932,72.47869318,0.309951327980235,36,11,16,452.9,106,31,5,85,1,1.90288038707468,280.3,0.5346,"2020_September","St. Marys"
"387","2020_September_ADFA_1.5.4","1.5.4","ADFA","EPI",-1.21,92.75584515,0.237502525352953,37,11,7,288.4,101,28,9,85,1,0.732671918245434,281.5,0.4578,"2020_September","St. Marys"
"388","2020_September_ADFA_1.6.4","1.6.4","ADFA","EPI",-7.751,53.0127815,0.298079673826571,32,10.5,16,425.2,143,15,17,110,1,0.98433754548705,279.4,0.4561,"2020_September","St. Marys"
"389","2020_September_ADFA_2.1.4","2.1.4","ADFA","EPI",-5.068,67.5059952,0.341540014316392,41,5,5,297.6,148,12,29,114,1,-1.50641065025729,279.4,0.5721,"2020_September","Painted Caves"
"390","2020_September_ADFA_2.2.4","2.2.4","ADFA","EPI",-3.167,78.51208459,0.287767632748043,45,6.5,1,310.7,87,14,31,55,1,-0.25769006472676,281.2,0.5137,"2020_September","Painted Caves"
"391","2020_September_ADFA_2.3.4","2.3.4","ADFA","EPI",-2.087,87.03380969,0.288343589265747,54,9,15,259.2,170,21,33,122,1,-2.02772312043383,278.3,0.5393,"2020_September","Painted Caves"
"392","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-1.059,91.22048553,0.302373460869565,42,14,7,330.7,130,24,18,105,1,-0.0110011924763733,266.8,0.5782,"2020_September","Painted Caves"
"393","2020_September_ADFA_2.5.4","2.5.4","ADFA","EPI",-1.16,86.8058012,0.275526775231964,39,4,4,315.4,85,14,25,56,1,0.23718693512677,276.7,0.5147,"2020_September","Painted Caves"
"394","2020_September_ADFA_2.6.4","2.6.4","ADFA","EPI",-2.648,82.51346499,0.290992228998623,67,5,2,299.9,169,17,50,117,1,-4.08203815413453,277.4,0.5311,"2020_September","Painted Caves"
"395","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-7.956,54.7809402,0.328076570247934,51,6.5,2,306.4,170,21,30,138,1,-2.82106704393667,282,0.5078,"2020_September","St. Marys"
"396","2020_September_ADFA_1.2.4","1.2.4","ADFA","EPI",-5.003,68.06664353,0.279829471292854,29,19,5,254.2,93,19,10,78,1,1.89335503141808,270.4,0.4703,"2020_September","St. Marys"
"397","2020_September_ADFA_1.3.4","1.3.4","ADFA","EPI",-7.639,57.87159191,0.317283175487465,23,10,7,364.1,89,13,10,72,1,2.14694418828734,265.8,0.5009,"2020_September","St. Marys"
"398","2020_September_ADFA_1.4.4","1.4.4","ADFA","EPI",-6.56,54.61741425,0.296150341296928,51,7,12,394.5,165,20,31,122,1,-1.61459050807769,275.3,0.4579,"2020_September","St. Marys"
"399","2020_September_ADFA_1.5.4","1.5.4","ADFA","EPI",-9.207,46.14485981,0.316877378097522,22,15,9,406.5,85,15,7,69,1,3.05335805000349,280,0.4631,"2020_September","St. Marys"
"400","2020_September_ADFA_1.6.4","1.6.4","ADFA","EPI",-6.912,55.6206089,0.31660331075997,51,15,11,363.8,184,5,46,127,1,-1.67944518998132,268.2,0.4927,"2020_September","St. Marys"
"401","2020_September_ADFA_1.6.4","1.6.4","ADFA","EPI",-6.912,55.6206089,0.354001956358164,39,13,10,418.6,131,27,12,109,1,0.619556398520631,278.8,0.5509,"2020_September","St. Marys"
"402","2020_September_ADFA_2.1.4","2.1.4","ADFA","EPI",-9.016,38.19520174,0.397264154665615,41,16,6,375.4,201,11,30,165,1,-1.65137377151965,282.1,0.549,"2020_September","Painted Caves"
"403","2020_September_ADFA_2.2.4","2.2.4","ADFA","EPI",-8.755,50.0950209,0.365968169156749,31,13,21,426.3,186,11,20,145,1,0.466030369012991,295.8,0.5493,"2020_September","Painted Caves"
"404","2020_September_ADFA_2.3.4","2.3.4","ADFA","EPI",-2.371,95.2844695,0.258545905511811,65,10,7,278.9,190,16,49,134,1,-3.78789345822025,272.6,0.5049,"2020_September","Painted Caves"
"405","2020_September_ADFA_2.4.4","2.4.4","ADFA","EPI",-7.946,59.27409262,0.344249332076065,35,8,13,310,158,8,27,118,1,-0.486695492547882,278.4,0.5483,"2020_September","Painted Caves"
"406","2020_September_ADFA_2.5.4","2.5.4","ADFA","EPI",-3.05,75.8322237,0.299376296857251,41,10.5,11,275.6,141,12,29,101,1,-0.48303044368239,279.2,0.5264,"2020_September","Painted Caves"
"407","2020_September_ADFA_1.1.4","1.1.4","ADFA","EPI",-5.122,68.67623604,0.286110249621785,28,4.5,16,311.8,127,23,5,106,1,0.824062645611939,276.5,0.4826,"2020_September","St. Marys"
"408","2020_September_ADFA_1.2.4","1.2.4","ADFA","EPI",-3.13,78.9893617,0.283312927191679,30,12,8,306,104,11,19,77,1,1.29093536468529,273.8,0.5071,"2020_September","St. Marys"
